PositionX [?m],PositionY [?m],Time [s]
12.283333,13.475,29:26.8
12.191667,13.375,29:27.8
12.191667,13.475,29:28.8
12.11,13.456667,29:29.8
12.091667,13.435714,29:30.8
12.097778,13.444444,29:31.9
12.116667,13.45,29:32.8
12.191667,13.383333,29:33.8
12.207843,13.404902,29:34.8
12.191667,13.475,29:35.8
12.12037,13.373148,29:36.8
12.191667,13.383333,29:37.8
12.17549,13.404902,29:38.8
12.152381,13.475,29:39.8
12.185556,13.407778,29:40.8
12.191667,13.383333,29:41.8
12.214583,13.452083,29:42.8
12.1,13.383333,29:43.8
12.042708,13.394792,29:44.8
12.1,13.383333,29:45.8
12.1,13.383333,29:46.8
12.17549,13.361765,29:47.8
12.128947,13.354386,29:48.8
12.191667,13.291667,29:49.8
12.1,13.291667,29:50.8
12.087778,13.334444,29:51.8
12.12037,13.403704,29:52.8
12.165476,13.330952,29:53.8
12.191667,13.383333,29:54.8
12.254386,13.412281,29:55.8
12.222222,13.234444,29:56.8
12.191667,13.383333,29:57.8
12.170513,13.453846,29:58.8
12.191667,13.475,29:59.8
